AGENCY #,AGENCY TITLE,CLASSIFICATION,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,83448
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,83448
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,83430
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,83412
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,83388
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,83364
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,83331
58030,OUS - Oregon State University,Manager 1-BCHRM,Executive/Admin and managerial,Full-Time,83328
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,83313
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,83295
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,83220
58030,OUS - Oregon State University,Coordinator-Cap Const Proj Mgr,Other professionals,Full-Time,83040
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,83034
58030,OUS - Oregon State University,Mid-level Medical Practitioner,Classified Staff,Full-Time,83032
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,83007
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,83007
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,83007
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,82992
58030,OUS - Oregon State University,Manager 1-IT Operations,Executive/Admin and managerial,Full-Time,82956
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,82926
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,82800
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,82560
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,82494
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,82494
58030,OUS - Oregon State University,Administrator 2-Info Services,Executive/Admin and managerial,Full-Time,82416
58030,OUS - Oregon State University,Administrator 2-Info Services,Executive/Admin and managerial,Full-Time,82416
58030,OUS - Oregon State University,Manager 1-IT Operations,Executive/Admin and managerial,Full-Time,82416
58030,OUS - Oregon State University,Manager 1-Property,Executive/Admin and managerial,Full-Time,82416
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,82416
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,80901
58030,OUS - Oregon State University,Manager 1-Class & Comp,Executive/Admin and managerial,Full-Time,82416
58030,OUS - Oregon State University,Manager 1-IT 1,Executive/Admin and managerial,Full-Time,82416
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,82404
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,82404
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,82404
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,82404
58030,OUS - Oregon State University,Manager 1-IT 1,Executive/Admin and managerial,Full-Time,82308
58030,OUS - Oregon State University,Manager 1-BCHRM,Executive/Admin and managerial,Full-Time,82284
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,82215
58030,OUS - Oregon State University,Specialist 2-Port Engineer,Other professionals,Full-Time,82200
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,82161
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,82116
58030,OUS - Oregon State University,Administrator 2-Bus Affairs,Executive/Admin and managerial,Full-Time,82068
58030,OUS - Oregon State University,Assistant Director,Faculty,Full-Time,82068
58030,OUS - Oregon State University,Manager 1-Campus Administrator,Executive/Admin and managerial,Full-Time,82008
58030,OUS - Oregon State University,Manager 1-Procurement,Executive/Admin and managerial,Full-Time,82008
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,82008
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,81990
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,81954
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,81936
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,81888
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,81876
58030,OUS - Oregon State University,Specialist 2-Port Engineer,Other professionals,Full-Time,81852
58030,OUS - Oregon State University,Administrator 1-Student Servs,Executive/Admin and managerial,Full-Time,81768
58030,OUS - Oregon State University,Administrator 3-Reactor,Executive/Admin and managerial,Full-Time,81600
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,81516
58030,OUS - Oregon State University,Administrator 1-Acad Program 2,Executive/Admin and managerial,Full-Time,81480
58030,OUS - Oregon State University,Administrator 2-Faclt/Ops Dept,Executive/Admin and managerial,Full-Time,81480
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,81459
58030,OUS - Oregon State University,Administrator 3-Fisc Admin,Executive/Admin and managerial,Full-Time,81432
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,81378
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,81378
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,81351
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,81279
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,81276
58030,OUS - Oregon State University,Manager 1-Radiation Safety,Executive/Admin and managerial,Full-Time,81036
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,80988
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,80988
58030,OUS - Oregon State University,Manager 1-IT Operations,Executive/Admin and managerial,Full-Time,80988
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,80844
58030,OUS - Oregon State University,Administrator 3-Dept/Colg Mktg,Executive/Admin and managerial,Full-Time,80808
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,80808
58030,OUS - Oregon State University,Administrator 2-Retail Food,Executive/Admin and managerial,Full-Time,80808
58030,OUS - Oregon State University,Administrator 3-Faclt/Ops Dept,Executive/Admin and managerial,Full-Time,80760
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,80532
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,80532
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,80361
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,80352
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,80352
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,80352
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,80352
58030,OUS - Oregon State University,Administrator 3-Dept/Colg Mktg,Executive/Admin and managerial,Full-Time,80340
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,80340
58030,OUS - Oregon State University,Supervisor-Web,Executive/Admin and managerial,Full-Time,80340
58030,OUS - Oregon State University,Administrator 2-Student Servs,Executive/Admin and managerial,Full-Time,80340
58030,OUS - Oregon State University,Specialist 2-Accred & Assess,Other professionals,Full-Time,80340
58030,OUS - Oregon State University,Administrator 1-Memorial Union,Executive/Admin and managerial,Full-Time,80340
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,80340
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,80280
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,80199
58030,OUS - Oregon State University,Specialist 2-Const Mgr,Other professionals,Full-Time,80196
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,80154
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,80100
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,80076
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,80004
58030,OUS - Oregon State University,Administrator 2-Faclt/Ops Ath,Executive/Admin and managerial,Full-Time,80004
58030,OUS - Oregon State University,Manager 1-BCHRM,Executive/Admin and managerial,Full-Time,80004
58030,OUS - Oregon State University,Administrator 3-Faclt/Ops,Executive/Admin and managerial,Full-Time,80004
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,80004
58030,OUS - Oregon State University,Coordinator-Cap Const Proj Mgr,Other professionals,Full-Time,80004
58030,OUS - Oregon State University,Administrator 3-Non Rev H-COA,Executive/Admin and managerial,Full-Time,80004
58030,OUS - Oregon State University,Coordinator-Rev Olym Asst COA,Other professionals,Full-Time,80004
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,80001
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,80001
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,80001
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,80001
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,80001
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,79956
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,79911
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,79857
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,79848
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,79788
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,79788
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,79788
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,79764
58030,OUS - Oregon State University,Officer-Budg & Fiscal Plan,Other professionals,Full-Time,79760
58030,OUS - Oregon State University,Associate Professor (Sr Res.),Faculty,Full-Time,79752
58030,OUS - Oregon State University,Specialist 2-Architect,Other professionals,Full-Time,79740
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,79632
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,79608
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,79548
58030,OUS - Oregon State University,Officer-Equity & Incl,Other professionals,Full-Time,79524
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,79512
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,79500
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,79452
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,79332
58030,OUS - Oregon State University,Officer-Industry Contracts,Other professionals,Full-Time,79332
58030,OUS - Oregon State University,Administrator 3-Unit Bus Ops,Executive/Admin and managerial,Full-Time,79320
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,79315
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,79263
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,79224
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,79146
58030,OUS - Oregon State University,Specialist 2-Res Comm,Other professionals,Full-Time,79128
58030,OUS - Oregon State University,Specialist 2-Ext Relations,Other professionals,Full-Time,79104
58030,OUS - Oregon State University,Specialist 2-Ext Relations,Other professionals,Full-Time,79104
58030,OUS - Oregon State University,Administrator 1-Dpt/Sch/ClgRes,Executive/Admin and managerial,Full-Time,79104
58030,OUS - Oregon State University,Registered Nurse 2,Classified Staff,Full-Time,79101
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,79083
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,79053
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,79032
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,78996
58030,OUS - Oregon State University,Specialist 2-Network,Other professionals,Full-Time,78852
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Full-Time,78804
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,78795
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,78795
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,78714
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,78708
58030,OUS - Oregon State University,Analyst-Applied Mathmtician,Other professionals,Full-Time,78708
58030,OUS - Oregon State University,Specialist 2-IT Strategic,Other professionals,Full-Time,78636
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,78624
58030,OUS - Oregon State University,Manager 1-BCHRM,Executive/Admin and managerial,Full-Time,78612
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,78543
58030,OUS - Oregon State University,Associate Professor (Practice),Faculty,Full-Time,78456
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,78300
58030,OUS - Oregon State University,Administrator 3-Non Rev H-COA,Executive/Admin and managerial,Full-Time,78300
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,78291
58030,OUS - Oregon State University,Administrator 2-Faclt/Ops Ath,Executive/Admin and managerial,Full-Time,78276
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,78216
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,78084
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,78057
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,78003
58030,OUS - Oregon State University,Administrator 2-Student Servs,Executive/Admin and managerial,Full-Time,78000
58030,OUS - Oregon State University,Officer-Industry Contracts,Other professionals,Full-Time,78000
58030,OUS - Oregon State University,Instructor/Dir: Athletic Band,Faculty,Full-Time,78000
58030,OUS - Oregon State University,Specialist 1-Psychologist,Other professionals,Full-Time,78000
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,77916
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,77892
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,77868
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,77736
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,77664
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,77664
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,77652
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,77592
58030,OUS - Oregon State University,Assistant Professor(Extension),Faculty,Full-Time,77592
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,77592
58030,OUS - Oregon State University,Manager 1-Res Vessel Cptn,Executive/Admin and managerial,Full-Time,77532
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,77400
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,77400
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,77391
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,77316
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,77265
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,77265
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,77265
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,77265
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,77265
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,77265
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,77265
58030,OUS - Oregon State University,Coordinator-IT Project 1,Other professionals,Full-Time,77256
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,77256
58030,OUS - Oregon State University,Specialist 2-Port Engineer,Other professionals,Full-Time,77256
58030,OUS - Oregon State University,Administrator 2-Health,Executive/Admin and managerial,Full-Time,77256
58030,OUS - Oregon State University,Manager 1-Procurement,Executive/Admin and managerial,Full-Time,77256
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,77256
58030,OUS - Oregon State University,Coordinator-Work/Life,Other professionals,Full-Time,77256
58030,OUS - Oregon State University,Manager 1-Marine Tech,Executive/Admin and managerial,Full-Time,77256
58030,OUS - Oregon State University,Administrator 3-Univ Bus Ops,Executive/Admin and managerial,Full-Time,77256
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,77256
58030,OUS - Oregon State University,Specialist 2-Univ Inst Tech,Other professionals,Full-Time,77256
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,77232
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,77220
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,77175
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,77136
58030,OUS - Oregon State University,Coordinator-PAC12 Md Asst COA,Other professionals,Full-Time,77136
58030,OUS - Oregon State University,Executive Assistant,Other professionals,Full-Time,77136
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,77121
58030,OUS - Oregon State University,Associate Professor (Practice),Faculty,Full-Time,77022
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,77004
58030,OUS - Oregon State University,Administrator 3-Dept/Colg Mktg,Executive/Admin and managerial,Full-Time,77004
58030,OUS - Oregon State University,Administrator 2-Student Servs,Executive/Admin and managerial,Full-Time,77004
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,76977
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,76956
58030,OUS - Oregon State University,Administrator 2-Contr & Compl,Executive/Admin and managerial,Full-Time,76596
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,76581
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,76488
58030,OUS - Oregon State University,Coordinator-Equity & Incl,Other professionals,Full-Time,76488
58030,OUS - Oregon State University,Officer-Compl 1,Other professionals,Full-Time,76488
58030,OUS - Oregon State University,Administrator 2-Dining,Executive/Admin and managerial,Full-Time,76440
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,76404
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,76368
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,76362
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,76344
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,76272
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,76266
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,76230
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,76230
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,76230
58030,OUS - Oregon State University,Administrator 3-Non Rev H-COA,Executive/Admin and managerial,Full-Time,76008
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,76008
58030,OUS - Oregon State University,Officer-Compl 1,Other professionals,Full-Time,76008
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,75948
58030,OUS - Oregon State University,Administrator 3-Operations,Executive/Admin and managerial,Full-Time,75936
58030,OUS - Oregon State University,Executive Assistant,Other professionals,Full-Time,75828
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,75792
58030,OUS - Oregon State University,Administrator 2-Acad & Res IT,Executive/Admin and managerial,Full-Time,75720
58030,OUS - Oregon State University,Administrator 2-Acad Intl Prog,Executive/Admin and managerial,Full-Time,75720
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,75720
58030,OUS - Oregon State University,Administrator 3-Res & Serv Ops,Executive/Admin and managerial,Full-Time,75648
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Full-Time,75648
58030,OUS - Oregon State University,Administrator 2-Univ Housing,Executive/Admin and managerial,Full-Time,75600
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,75576
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,75468
58030,OUS - Oregon State University,Fiscal Coordinator 2,Classified Staff,Full-Time,75444
58030,OUS - Oregon State University,Radiation Protectn Tchnlgst 3,Classified Staff,Full-Time,75444
58030,OUS - Oregon State University,Fiscal Coordinator 2,Classified Staff,Full-Time,75444
58030,OUS - Oregon State University,Administrator 1-SC&A Res Ctr,Executive/Admin and managerial,Full-Time,75360
58030,OUS - Oregon State University,Specialist 1-Psychologist,Other professionals,Full-Time,75300
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,75204
58030,OUS - Oregon State University,Administrator 2-Acad Programs,Executive/Admin and managerial,Full-Time,75204
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,75204
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,75192
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,75108
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,75105
58030,OUS - Oregon State University,Specialist 2-IT Web,Other professionals,Full-Time,75084
58030,OUS - Oregon State University,Administrator 2-Student Servs,Executive/Admin and managerial,Full-Time,75012
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,75012
58030,OUS - Oregon State University,Manager 1-R&D Lab,Executive/Admin and managerial,Full-Time,75012
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,75006
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,75006
58030,OUS - Oregon State University,Coordinator-Athletic Program,Other professionals,Full-Time,75000
58030,OUS - Oregon State University,Manager 1-IT 1,Executive/Admin and managerial,Full-Time,75000
58030,OUS - Oregon State University,Assistant Professor(Extension),Faculty,Full-Time,75000
58030,OUS - Oregon State University,Coordinator-Ext Relations,Other professionals,Full-Time,75000
58030,OUS - Oregon State University,Specialist 2-Mktg & Outreach,Other professionals,Full-Time,75000
58030,OUS - Oregon State University,Specialist 2-IT Res,Other professionals,Full-Time,75000
58030,OUS - Oregon State University,Administrator 2-Univ Housing,Executive/Admin and managerial,Full-Time,75000
58030,OUS - Oregon State University,Specialist 2-Assoc Trainer,Other professionals,Full-Time,75000
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74997
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,74952
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,74940
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,74916
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74907
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,74904
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74853
58030,OUS - Oregon State University,Specialist 2-Project Architect,Other professionals,Full-Time,74784
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,74740
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,74688
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,74688
58030,OUS - Oregon State University,Officer-Contracts,Other professionals,Full-Time,74676
58030,OUS - Oregon State University,Specialist 2-Comput Scientist,Other professionals,Full-Time,74652
58030,OUS - Oregon State University,Specialist 2-Const Mgr,Other professionals,Full-Time,74628
58030,OUS - Oregon State University,Coordinator-Ext Relations,Other professionals,Full-Time,74544
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,74502
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,74496
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,74424
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,74358
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,74349
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,74313
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74178
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74178
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,74178
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,74178
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74160
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74160
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74160
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74160
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74160
58030,OUS - Oregon State University,Coordinator-Cap Const Proj Mgr,Other professionals,Full-Time,74160
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,74160
58030,OUS - Oregon State University,Administrator 3-Operations,Executive/Admin and managerial,Full-Time,74160
58030,OUS - Oregon State University,Supervisor-Web,Executive/Admin and managerial,Full-Time,74160
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74160
58030,OUS - Oregon State University,Manager 1-Campus Administrator,Executive/Admin and managerial,Full-Time,74160
58030,OUS - Oregon State University,Officer-Industry Contracts,Other professionals,Full-Time,74160
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74160
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74160
58030,OUS - Oregon State University,Manager 1-Campus Administrator,Executive/Admin and managerial,Full-Time,74160
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74160
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74160
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74160
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74160
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,74133
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,74064
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,74028
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,74004
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,73980
58030,OUS - Oregon State University,Specialist 2-Network,Other professionals,Full-Time,73956
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,73946
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,73848
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,73818
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,73728
58030,OUS - Oregon State University,Info Technology Consultant,Classified Staff,Full-Time,73644
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,73512
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,73512
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,73512
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,73440
58030,OUS - Oregon State University,Specialist 2-Network,Other professionals,Full-Time,73380
58030,OUS - Oregon State University,Administrator 2-Contr & Compl,Executive/Admin and managerial,Full-Time,73368
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,73296
58030,OUS - Oregon State University,Administrator 1-Acad Program 1,Executive/Admin and managerial,Full-Time,73212
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,73200
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,73188
58030,OUS - Oregon State University,Administrator 2-Univ Events,Executive/Admin and managerial,Full-Time,73140
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,73140
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,73134
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,73134
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,73071
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,73020
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,73008
58030,OUS - Oregon State University,Manager 1-IT 1,Executive/Admin and managerial,Full-Time,73008
58030,OUS - Oregon State University,Manager 1-IT 1,Executive/Admin and managerial,Full-Time,73008
58030,OUS - Oregon State University,Administrator 2-Student Condct,Executive/Admin and managerial,Full-Time,73008
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,72954
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,72924
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,72900
