AGENCY #,AGENCY TITLE,CLASSIFICATION,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Full-Time,27648
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,27600
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,27461
58030,OUS - Oregon State University,Coordinator-Academic Program 1,Other professionals,Full-Time,27459
58030,OUS - Oregon State University,Specialist 1-Archivist,Other professionals,Part-Time,27442
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,27262
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,27199
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,27186
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,27155
58030,OUS - Oregon State University,Medical Aide,Classified Staff,Full-Time,27155
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,27155
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,27140
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,27136
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,27042
58030,OUS - Oregon State University,Accountant 1,Classified Staff,Full-Time,27010
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,27000
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,27000
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,27000
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,26925
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,26878
58030,OUS - Oregon State University,Videographer 1,Classified Staff,Full-Time,26832
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,26832
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Accounting Technician,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Bio Science Research Tech 2,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Bio Science Research Tech 2,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Accounting Technician,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Medical Aide,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Accounting Technician,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Laboratory Assistant,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Medical Aide,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Accounting Technician,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Early Childhood Asso Teacher,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Campus Dispatcher,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Medical Aide,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Custodian,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Custodian,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Campus Patrol Officer,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Medical Aide,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Accounting Technician,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Accounting Technician,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Medical Aide,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Campus Dispatcher,Classified Staff,Full-Time,26820
58030,OUS - Oregon State University,Property Specialist 2,Classified Staff,Full-Time,26811
58030,OUS - Oregon State University,Food Service Worker 3,Classified Staff,Full-Time,26811
58030,OUS - Oregon State University,Food Service Worker 3,Classified Staff,Full-Time,26811
58030,OUS - Oregon State University,Food Service Worker 3,Classified Staff,Full-Time,26811
58030,OUS - Oregon State University,Food Service Worker 2,Classified Staff,Full-Time,26811
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,26811
58030,OUS - Oregon State University,Specialist 1-Pharmacy,Other professionals,Part-Time,26784
58030,OUS - Oregon State University,Instructor- ESL,Faculty,Full-Time,26757
58030,OUS - Oregon State University,Instructor- ESL,Faculty,Full-Time,26757
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,26384
58030,OUS - Oregon State University,Analyst-Bus & Project,Other professionals,Full-Time,26347
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,26270
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,26245
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,26004
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,26004
58030,OUS - Oregon State University,Instructor (PAC),Faculty,Full-Time,25949
58030,OUS - Oregon State University,Associate Professor,Faculty,Part-Time,25927
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,25908
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Full-Time,25871
58030,OUS - Oregon State University,Laborer 2,Classified Staff,Full-Time,25854
58030,OUS - Oregon State University,Bio Science Research Tech 1,Classified Staff,Full-Time,25854
58030,OUS - Oregon State University,Cashier 2,Classified Staff,Full-Time,25854
58030,OUS - Oregon State University,Food Service Worker 2,Classified Staff,Full-Time,25854
58030,OUS - Oregon State University,Food Service Worker 2,Classified Staff,Full-Time,25854
58030,OUS - Oregon State University,Food Service Worker 3,Classified Staff,Full-Time,25854
58030,OUS - Oregon State University,Food Service Worker 3,Classified Staff,Full-Time,25854
58030,OUS - Oregon State University,Cook 1,Classified Staff,Full-Time,25854
58030,OUS - Oregon State University,Cook 1,Classified Staff,Full-Time,25854
58030,OUS - Oregon State University,Food Service Worker 3,Classified Staff,Full-Time,25854
58030,OUS - Oregon State University,Laboratory Assistant,Classified Staff,Full-Time,25848
58030,OUS - Oregon State University,Custodial Services Coordinator,Classified Staff,Full-Time,25848
58030,OUS - Oregon State University,Grounds Maintenance Worker 1,Classified Staff,Full-Time,25848
58030,OUS - Oregon State University,Trades/Maintenance Worker 1,Classified Staff,Full-Time,25848
58030,OUS - Oregon State University,Veterinary Assistant,Classified Staff,Full-Time,25848
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,25848
58030,OUS - Oregon State University,Cashier 2,Classified Staff,Full-Time,25848
58030,OUS - Oregon State University,Publications Editor,Classified Staff,Full-Time,25812
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,25747
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,25746
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,25710
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,25644
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,25476
58030,OUS - Oregon State University,Public Information Assistant,Classified Staff,Full-Time,25459
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,25459
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,25459
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,25459
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,25452
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,25356
58030,OUS - Oregon State University,Coordinator-Rec Sports,Other professionals,Full-Time,25313
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Full-Time,25294
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,25294
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,25151
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,25119
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,25119
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Full-Time,25099
58030,OUS - Oregon State University,Coordinator-Comm&Mktg,Other professionals,Full-Time,25008
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,25000
58030,OUS - Oregon State University,Registered Nurse 1,Classified Staff,Part-Time,24967
58030,OUS - Oregon State University,Laboratory Assistant,Classified Staff,Full-Time,24948
58030,OUS - Oregon State University,Cook 1,Classified Staff,Full-Time,24948
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,24948
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,24948
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,24948
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,24948
58030,OUS - Oregon State University,Bio Science Research Tech 1,Classified Staff,Full-Time,24939
58030,OUS - Oregon State University,Food Service Worker 3,Classified Staff,Full-Time,24939
58030,OUS - Oregon State University,Cook 1,Classified Staff,Full-Time,24939
58030,OUS - Oregon State University,Food Service Worker 2,Classified Staff,Full-Time,24939
58030,OUS - Oregon State University,Food Service Worker 3,Classified Staff,Full-Time,24939
58030,OUS - Oregon State University,Professor,Faculty,Part-Time,24928
58030,OUS - Oregon State University,Laborer 2,Classified Staff,Full-Time,24926
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,24926
58030,OUS - Oregon State University,Laboratory Technician 1,Classified Staff,Full-Time,24926
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,24926
58030,OUS - Oregon State University,Radiologic Technologist 1,Classified Staff,Full-Time,24597
58030,OUS - Oregon State University,Education Program Assistant 2,Classified Staff,Full-Time,24414
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,24414
58030,OUS - Oregon State University,Instructor- ESL,Faculty,Full-Time,24393
58030,OUS - Oregon State University,Manager 2-Band,Executive/Admin and managerial,Part-Time,24284
58030,OUS - Oregon State University,Food Service Worker 2,Classified Staff,Full-Time,24169
58030,OUS - Oregon State University,Administrative Program Spec,Classified Staff,Full-Time,24169
58030,OUS - Oregon State University,Cook 1,Classified Staff,Full-Time,24169
58030,OUS - Oregon State University,Cook 1,Classified Staff,Full-Time,24169
58030,OUS - Oregon State University,Food Service Worker 2,Classified Staff,Full-Time,24169
58030,OUS - Oregon State University,Food Service Worker 2,Classified Staff,Full-Time,24169
58030,OUS - Oregon State University,Food Service Worker 2,Classified Staff,Full-Time,24169
58030,OUS - Oregon State University,Food Service Worker 2,Classified Staff,Full-Time,24169
58030,OUS - Oregon State University,Food Service Worker 3,Classified Staff,Full-Time,24169
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,24168
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,24168
58030,OUS - Oregon State University,Office Assistant,Classified Staff,Full-Time,24168
58030,OUS - Oregon State University,Custodian,Classified Staff,Full-Time,24168
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,24168
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,24168
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,24030
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,24012
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,24012
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,24009
58030,OUS - Oregon State University,Coordinator-Res Program,Other professionals,Full-Time,24006
58030,OUS - Oregon State University,Specialist 2-Res Comm,Other professionals,Full-Time,24000
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,24000
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,23977
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,23802
58030,OUS - Oregon State University,Research Associate,Faculty,Part-Time,23685
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,23574
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,23574
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,23537
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,23523
58030,OUS - Oregon State University,Coordinator-Academic Program 1,Other professionals,Part-Time,23520
58030,OUS - Oregon State University,Administrative Program Spec,Classified Staff,Full-Time,23495
58030,OUS - Oregon State University,Carpenter,Classified Staff,Full-Time,23495
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,23402
58030,OUS - Oregon State University,Instructor- ESL,Faculty,Full-Time,23400
58030,OUS - Oregon State University,Mail Services Assistant,Classified Staff,Full-Time,23388
58030,OUS - Oregon State University,Custodian,Classified Staff,Full-Time,23388
58030,OUS - Oregon State University,Custodian,Classified Staff,Full-Time,23388
58030,OUS - Oregon State University,Vet Animal Attendant,Classified Staff,Full-Time,23388
58030,OUS - Oregon State University,Food Service Worker 2,Classified Staff,Full-Time,23379
58030,OUS - Oregon State University,Food Service Worker 2,Classified Staff,Full-Time,23379
58030,OUS - Oregon State University,Food Service Worker 2,Classified Staff,Full-Time,23379
58030,OUS - Oregon State University,Food Service Worker 2,Classified Staff,Full-Time,23379
58030,OUS - Oregon State University,Administrative Program Spec,Classified Staff,Full-Time,23369
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Full-Time,23369
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,23369
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,23369
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,23369
58030,OUS - Oregon State University,Transporter,Classified Staff,Full-Time,23369
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,23369
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,23369
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,23350
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,23350
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,23350
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,23328
58030,OUS - Oregon State University,Coordinator-Res Program,Other professionals,Full-Time,23304
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,23215
58030,OUS - Oregon State University,Administrative Program Spec,Classified Staff,Full-Time,23197
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,23178
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,23178
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,23175
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,23050
58030,OUS - Oregon State University,Administrative Assistant To,Other professionals,Full-Time,23010
58030,OUS - Oregon State University,Specialist 2-Asst Trainer,Other professionals,Full-Time,23004
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Full-Time,22995
58030,OUS - Oregon State University,Specialist 2-Design Specialist,Other professionals,Part-Time,22944
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,22786
58030,OUS - Oregon State University,Registered Nurse 1,Classified Staff,Part-Time,22671
58030,OUS - Oregon State University,Laboratory Animal Technician 1,Classified Staff,Full-Time,22622
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,22572
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,22544
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,22536
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,22505
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,22500
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,22499
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Full-Time,22480
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,22480
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Full-Time,22480
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,22442
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,22426
58030,OUS - Oregon State University,Medical Laboratory Tech 2,Classified Staff,Full-Time,22362
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,22356
58030,OUS - Oregon State University,Medical Aide,Classified Staff,Full-Time,22277
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,22277
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,22248
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,22215
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Full-Time,22164
58030,OUS - Oregon State University,Instructor- ESL,Faculty,Full-Time,22132
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,22063
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,22063
58030,OUS - Oregon State University,Specialist 2-Campus Planner 1,Other professionals,Full-Time,21966
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,21684
58030,OUS - Oregon State University,Intructor,Faculty,Full-Time,21641
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,21636
58030,OUS - Oregon State University,Stage Production Coordinator,Classified Staff,Full-Time,21559
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,21429
58030,OUS - Oregon State University,Coordinator-Athletic Program,Other professionals,Full-Time,21426
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,21403
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Full-Time,21352
58030,OUS - Oregon State University,Instructor- ESL,Faculty,Full-Time,21210
58030,OUS - Oregon State University,Instructor (PAC),Faculty,Full-Time,21185
58030,OUS - Oregon State University,Administrative Program Spec,Classified Staff,Full-Time,21158
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,21155
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,21001
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,21000
58030,OUS - Oregon State University,Consultant-Academic Advisor,Other professionals,Full-Time,21000
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,21000
58030,OUS - Oregon State University,Consultant-Compliance,Other professionals,Part-Time,20997
58030,OUS - Oregon State University,Office Assistant,Classified Staff,Full-Time,20980
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,20850
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,20813
58030,OUS - Oregon State University,Custodian,Classified Staff,Full-Time,20682
58030,OUS - Oregon State University,Instrument Technician 3-Mech,Classified Staff,Part-Time,20616
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,20610
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Full-Time,20610
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,20610
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,20606
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,20606
58030,OUS - Oregon State University,Specialist 1-Pharmacy,Other professionals,Part-Time,20602
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,20586
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,20586
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,20586
58030,OUS - Oregon State University,Consultant-Academic Advisor,Other professionals,Part-Time,20580
58030,OUS - Oregon State University,Coordinator-Intl Program,Other professionals,Part-Time,20580
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,20574
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,20367
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,20367
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,20367
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,20367
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,20358
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,20354
58030,OUS - Oregon State University,Veterinary Technician 2,Classified Staff,Full-Time,20344
58030,OUS - Oregon State University,Lecturer,Faculty,Part-Time,20311
58030,OUS - Oregon State University,Seed Certification Aide 1,Classified Staff,Full-Time,20252
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,20252
58030,OUS - Oregon State University,Coordinator-Athletics Ops,Other professionals,Part-Time,20239
58030,OUS - Oregon State University,Instructor (PAC),Faculty,Full-Time,20229
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,20215
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,20108
58030,OUS - Oregon State University,Bio Science Research Tech 2,Classified Staff,Full-Time,20108
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,20108
58030,OUS - Oregon State University,Research Associate,Faculty,Part-Time,20092
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,20057
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,20055
58030,OUS - Oregon State University,Coordinator-Resident Director,Other professionals,Part-Time,20007
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,20004
58030,OUS - Oregon State University,Specialist 1-Pharmacy,Other professionals,Part-Time,20002
58030,OUS - Oregon State University,Research Associate (Post Doc),Faculty,Part-Time,20001
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,19669
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,19669
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,19616
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,19616
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,19602
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,19506
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,19500
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,19481
58030,OUS - Oregon State University,Accounting Technician,Classified Staff,Full-Time,19459
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,19459
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,19459
58030,OUS - Oregon State University,Accountant 1,Classified Staff,Full-Time,19459
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,19458
58030,OUS - Oregon State University,Bio Science Research Tech 1,Classified Staff,Full-Time,19391
58030,OUS - Oregon State University,Instructor- ESL,Faculty,Full-Time,19344
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,19335
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,19298
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,19267
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,19267
58030,OUS - Oregon State University,Developmental Engineer,Classified Staff,Part-Time,19216
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,19005
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,19004
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,18840
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,18767
58030,OUS - Oregon State University,Instructor- ESL,Faculty,Full-Time,18720
58030,OUS - Oregon State University,Laboratory Animal Technician 1,Classified Staff,Full-Time,18704
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,18704
58030,OUS - Oregon State University,Accounting Technician,Classified Staff,Full-Time,18695
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,18681
58030,OUS - Oregon State University,Administrative Program Spec,Classified Staff,Full-Time,18669
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Part-Time,18648
58030,OUS - Oregon State University,Education Program Assistant 2,Classified Staff,Full-Time,18565
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,18540
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,18498
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,18442
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,18403
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,18346
58030,OUS - Oregon State University,Specialist 2-Vet DGN Lab,Other professionals,Full-Time,18222
58030,OUS - Oregon State University,Education Program Assistant 2,Classified Staff,Part-Time,18192
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,18127
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,18127
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,18034
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,18005
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,18004
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,18000
58030,OUS - Oregon State University,Coordinator-Academic Program 1,Other professionals,Full-Time,18000
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,17984
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,17984
58030,OUS - Oregon State University,Instructor (PAC),Faculty,Full-Time,17982
58030,OUS - Oregon State University,Instructor (PAC),Faculty,Full-Time,17982
58030,OUS - Oregon State University,Professor,Faculty,Part-Time,17938
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,17896
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,17830
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,17772
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,17772
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,17772
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,17772
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,17772
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,17754
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,17738
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Full-Time,17733
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,17733
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,17640
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,17640
58030,OUS - Oregon State University,Coordinator-Stren/Con Asst COA,Other professionals,Part-Time,17640
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,17640
58030,OUS - Oregon State University,Education Program Assistant 2,Classified Staff,Part-Time,17635
58030,OUS - Oregon State University,Research Associate,Faculty,Part-Time,17400
58030,OUS - Oregon State University,Education Program Assistant 2,Classified Staff,Part-Time,17377
58030,OUS - Oregon State University,Nutrition Educatn Coordinator,Classified Staff,Part-Time,17377
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,17302
58030,OUS - Oregon State University,Coordinator-Athletics Ops,Other professionals,Part-Time,17299
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,17103
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,17034
58030,OUS - Oregon State University,Chemist 3,Classified Staff,Part-Time,17004
58030,OUS - Oregon State University,Maintenance Laborer Coord,Classified Staff,Full-Time,16973
58030,OUS - Oregon State University,Cashier 2,Classified Staff,Full-Time,16973
58030,OUS - Oregon State University,Seed Certification Aide 2,Classified Staff,Full-Time,16973
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,16973
